image_id,Male,Blond_Hair,Eyeglasses,Wearing_Earrings,Bangs,Young,Smiling,Heavy_Makeup,Straight_Hair,Black_Hair
000111.jpg,0,1,0,1,1,1,1,0,0,0
000112.jpg,0,1,0,0,1,1,1,1,0,0
000113.jpg,1,0,0,0,0,1,1,0,0,0
000114.jpg,1,0,0,0,1,1,1,0,1,1
000115.jpg,1,0,0,0,0,0,0,0,0,0
000116.jpg,1,0,0,0,1,1,1,0,1,0
000117.jpg,0,0,0,1,0,1,0,1,0,1
000118.jpg,0,0,0,0,0,1,1,1,0,1
000119.jpg,1,0,1,0,0,0,0,0,0,0
000120.jpg,1,0,0,0,0,0,1,0,0,0
000121.jpg,0,0,0,0,1,1,1,1,1,0
000122.jpg,0,1,0,1,1,0,1,1,0,0
000123.jpg,1,0,0,0,0,1,0,0,0,1
000124.jpg,0,0,0,1,0,1,0,0,0,1
000125.jpg,1,0,0,0,0,0,1,0,0,0
000126.jpg,0,1,0,0,0,1,1,1,0,0
000127.jpg,1,0,0,0,0,0,1,0,1,0
000128.jpg,0,0,0,0,0,0,0,0,0,0
000129.jpg,1,0,0,0,0,1,1,0,0,1
000130.jpg,1,0,0,0,0,1,1,0,0,0
000131.jpg,0,0,0,0,1,1,1,1,0,1
000132.jpg,0,0,0,1,0,1,1,1,1,1
000133.jpg,0,1,0,1,0,1,1,1,0,0
000134.jpg,1,0,0,0,0,1,1,0,0,0
000135.jpg,1,0,0,0,0,0,1,0,1,1
000136.jpg,1,0,0,0,0,1,0,0,0,0
000137.jpg,1,0,0,0,0,1,1,0,0,0
000138.jpg,1,0,0,0,0,0,1,0,0,0
000139.jpg,0,0,0,0,0,1,1,0,0,0
000140.jpg,0,1,0,0,0,1,0,1,0,0
000141.jpg,0,1,0,0,0,1,0,1,0,0
000142.jpg,0,0,0,0,0,1,0,0,0,0
000143.jpg,1,0,0,0,0,1,1,0,1,0
000144.jpg,1,0,1,0,0,0,0,0,0,1
000145.jpg,0,0,0,0,0,1,1,0,0,1
000146.jpg,0,0,0,0,1,1,1,1,1,0
000147.jpg,0,1,0,0,0,1,0,0,0,0
000148.jpg,0,0,0,1,0,1,0,1,1,1
000149.jpg,0,0,0,0,0,1,1,0,0,0
000150.jpg,1,0,0,0,0,1,0,0,0,0
000151.jpg,0,0,0,0,0,1,1,1,1,0
000152.jpg,1,1,1,0,0,1,1,0,1,0
000153.jpg,1,0,0,0,0,1,1,0,1,0
000154.jpg,1,0,1,0,0,0,0,0,0,0
000155.jpg,0,0,0,0,0,1,1,1,0,0
000156.jpg,0,1,0,0,0,0,1,1,0,0
000157.jpg,0,1,0,0,0,1,0,0,1,0
000158.jpg,1,0,0,0,0,1,0,0,0,1
000159.jpg,0,0,0,0,0,1,0,1,0,0
000160.jpg,1,0,0,0,0,1,0,0,0,1
000161.jpg,0,0,0,0,0,1,1,1,1,1
000162.jpg,0,0,0,1,0,1,0,1,0,1
000163.jpg,0,0,0,1,0,1,0,1,0,0
000164.jpg,1,0,0,0,0,1,0,0,1,1
000165.jpg,0,0,0,0,0,1,0,1,0,0
000166.jpg,1,0,0,0,0,0,0,0,0,0
000167.jpg,0,1,0,0,0,1,0,0,0,0
000168.jpg,0,0,0,1,0,1,1,1,1,1
000169.jpg,1,0,0,0,0,1,0,0,0,0
000170.jpg,0,0,0,0,1,1,1,1,0,0
000171.jpg,1,0,0,0,0,0,0,0,1,0
000172.jpg,0,0,0,1,1,1,1,1,0,0
000173.jpg,0,0,0,1,0,1,1,1,0,1
000174.jpg,0,0,0,1,0,0,1,1,0,0
000175.jpg,0,0,0,0,0,1,1,1,1,0
000176.jpg,0,0,0,0,0,0,1,1,0,0
000177.jpg,0,0,0,1,0,1,0,1,0,1
000178.jpg,0,1,0,0,1,0,1,1,0,0
000179.jpg,0,0,0,0,0,1,1,1,0,1
000180.jpg,0,0,0,0,1,1,1,1,0,0
000181.jpg,1,0,0,0,0,1,1,0,0,1
000182.jpg,1,0,0,0,0,1,0,0,0,0
000183.jpg,0,0,0,1,1,1,1,0,1,0
000184.jpg,0,0,0,0,0,0,0,0,0,0
000185.jpg,0,0,0,1,1,1,0,1,0,0
000186.jpg,0,0,0,1,0,1,1,1,1,0
000187.jpg,1,0,0,1,0,1,1,0,1,1
000188.jpg,1,0,1,0,0,0,0,0,1,0
000189.jpg,0,0,1,0,0,1,1,0,0,0
000190.jpg,0,0,0,0,0,0,0,1,0,0
000191.jpg,0,1,0,0,1,1,1,1,1,0
000192.jpg,0,0,0,0,0,1,1,0,1,0
000193.jpg,1,0,1,0,0,0,0,0,0,1
000194.jpg,1,0,0,0,0,1,1,0,0,0
000195.jpg,1,0,0,0,0,0,1,0,0,0
000196.jpg,1,0,0,0,0,1,1,0,0,0
000197.jpg,1,0,0,0,0,1,1,0,1,0
000198.jpg,0,0,0,0,0,1,0,1,0,0
000199.jpg,1,0,0,0,0,1,0,0,0,0
000200.jpg,1,0,0,0,1,1,0,0,0,0
000201.jpg,0,1,0,1,0,1,0,1,0,0
000202.jpg,1,0,1,0,0,0,0,0,0,0
000203.jpg,1,0,0,0,0,1,0,0,0,0
000204.jpg,0,0,0,0,0,0,1,1,0,1
000205.jpg,1,0,0,0,0,1,0,0,0,0
000206.jpg,1,0,0,0,0,1,1,0,0,1
000207.jpg,0,0,0,0,1,1,0,1,0,0
000208.jpg,0,0,0,0,1,1,1,0,1,0
000209.jpg,1,0,0,0,0,0,1,0,0,0
000210.jpg,1,0,0,0,0,1,0,0,0,0
000211.jpg,0,0,0,0,0,1,0,0,0,0
000212.jpg,1,0,0,0,0,1,0,0,1,1
000213.jpg,1,0,0,0,0,0,0,0,0,0
000214.jpg,1,0,0,0,0,1,1,0,1,1
000215.jpg,1,0,0,0,0,1,0,0,0,0
000216.jpg,0,0,0,0,0,1,0,1,1,1
000217.jpg,0,1,0,1,1,1,1,1,0,0
000218.jpg,0,1,0,0,0,0,1,0,0,0
000219.jpg,0,0,0,0,0,1,0,0,0,0
000220.jpg,1,0,0,0,0,1,0,0,0,0
000221.jpg,1,0,0,0,0,0,0,0,0,0
000222.jpg,0,0,0,0,0,1,1,0,0,0
000223.jpg,1,1,0,0,0,0,1,0,1,0
000224.jpg,1,0,0,0,0,0,0,0,0,0
000225.jpg,0,0,0,0,0,1,1,1,1,0
000226.jpg,1,0,0,0,0,0,1,0,0,0
000227.jpg,1,0,0,0,0,1,0,0,1,0
000228.jpg,0,1,0,0,0,1,1,0,1,0
000229.jpg,1,0,1,0,0,1,0,0,1,0
000230.jpg,1,0,0,0,0,1,1,0,0,1
000231.jpg,0,0,0,1,0,1,0,1,0,0
000232.jpg,0,0,0,1,0,1,1,0,0,0
000233.jpg,0,0,0,0,0,1,0,0,0,1
000234.jpg,1,0,1,0,0,0,0,0,0,0
000235.jpg,1,0,0,0,0,1,0,0,0,0
000236.jpg,0,0,0,0,0,1,0,1,0,0
000237.jpg,1,0,1,0,0,0,0,0,0,0
000238.jpg,0,0,0,0,0,1,0,0,0,0
000239.jpg,0,1,0,1,1,1,1,1,1,0
000240.jpg,0,0,0,0,0,1,0,1,0,0
000241.jpg,0,0,0,1,0,0,1,0,0,0
000242.jpg,1,0,0,0,0,1,0,0,0,1
000243.jpg,0,0,0,1,0,1,0,0,0,0
000244.jpg,1,0,0,0,0,1,0,0,1,0
000245.jpg,1,0,0,0,0,1,1,0,0,1
000246.jpg,0,0,0,0,1,1,0,1,1,1
000247.jpg,0,1,0,0,1,1,1,1,1,0
000248.jpg,1,0,0,0,0,0,0,0,0,0
000249.jpg,0,0,0,1,0,1,1,1,0,0
000250.jpg,1,0,0,0,0,1,0,0,0,1
000251.jpg,0,0,0,0,0,1,0,1,0,0
000252.jpg,0,0,0,1,0,0,1,0,0,0
000253.jpg,1,0,0,0,0,1,0,0,0,0
000254.jpg,0,0,0,0,0,1,1,1,0,0
000255.jpg,1,0,0,0,1,1,0,0,0,0
000256.jpg,0,0,0,0,0,1,1,1,1,1
000257.jpg,0,0,0,0,0,1,0,1,0,0
000258.jpg,0,0,0,0,0,1,0,1,0,0
000259.jpg,0,0,0,0,1,1,1,1,0,0
000260.jpg,0,0,0,0,0,1,0,0,0,1
000261.jpg,1,0,0,0,1,1,0,0,1,0
000262.jpg,0,0,0,1,0,1,1,1,0,1
000263.jpg,0,0,0,0,0,1,0,0,0,0
000264.jpg,1,0,1,0,0,0,0,0,1,0
000265.jpg,1,0,0,0,0,0,0,0,0,0
000266.jpg,1,0,1,0,0,1,0,0,0,0
000267.jpg,0,0,0,1,0,1,0,1,1,0
000268.jpg,0,0,0,0,1,0,0,0,0,0
000269.jpg,0,0,0,1,1,1,1,1,0,1
000270.jpg,0,0,0,0,0,1,1,1,1,0
000271.jpg,0,1,0,0,1,0,1,0,0,0
000272.jpg,1,0,0,0,0,1,1,0,0,1
000273.jpg,0,0,0,0,0,0,1,1,0,0
000274.jpg,1,0,0,0,0,1,1,0,1,0
000275.jpg,0,0,1,0,0,1,0,0,1,0
000276.jpg,1,0,1,0,0,0,1,0,0,0
000277.jpg,1,0,0,0,0,1,1,1,0,1
000278.jpg,0,1,0,0,0,1,1,1,0,0
000279.jpg,0,0,0,1,0,1,0,1,0,0
000280.jpg,0,0,0,1,0,0,1,1,1,0
000281.jpg,0,0,0,0,0,0,0,0,0,0
000282.jpg,1,0,0,0,0,0,1,0,1,0
000283.jpg,1,0,0,0,0,1,0,0,0,0
000284.jpg,1,0,0,0,0,0,1,0,0,1
000285.jpg,0,0,0,0,0,1,0,1,1,1
000286.jpg,1,0,0,0,0,1,1,0,1,1
000287.jpg,0,1,0,0,0,1,0,1,0,0
000288.jpg,0,0,0,0,0,1,0,0,0,0
000289.jpg,0,0,0,0,0,1,0,0,1,1
000290.jpg,0,0,0,0,0,1,0,1,0,0
000291.jpg,0,1,0,1,1,0,0,1,0,0
000292.jpg,0,0,0,0,0,1,0,0,0,1
000293.jpg,1,0,0,0,1,1,0,0,0,0
000294.jpg,1,0,0,0,0,1,0,0,0,1
000295.jpg,1,0,0,0,0,0,1,0,0,0
000296.jpg,0,0,0,1,0,1,1,1,0,0
000297.jpg,1,0,0,0,0,1,0,0,1,1
000298.jpg,1,0,0,0,0,0,1,0,0,1
000299.jpg,1,0,0,0,0,0,1,0,0,0
000300.jpg,1,0,0,0,0,1,1,0,0,1
000301.jpg,0,0,0,1,0,0,1,1,0,0
000302.jpg,0,1,0,1,0,1,1,1,0,0
000303.jpg,0,0,0,1,0,1,0,1,0,1
000304.jpg,0,0,0,0,0,1,0,0,0,0
000305.jpg,0,0,0,1,0,1,0,0,0,0
000306.jpg,1,0,0,0,0,0,0,0,0,0
000307.jpg,1,0,0,0,0,0,1,0,0,0
000308.jpg,0,0,0,0,1,1,0,1,0,0
000309.jpg,0,0,0,0,0,1,1,0,0,0
000310.jpg,1,0,1,0,0,0,0,0,1,0
000311.jpg,1,0,0,0,0,1,0,0,0,0
000312.jpg,0,0,0,0,0,1,1,0,0,0
000313.jpg,1,0,0,0,0,0,1,0,1,0
000314.jpg,1,0,0,0,0,0,0,0,0,0
000315.jpg,0,0,0,0,0,1,0,1,1,1
000316.jpg,1,0,0,0,0,0,1,0,0,0
000317.jpg,0,1,0,0,0,1,1,0,0,0
000318.jpg,1,0,0,0,0,1,1,0,1,0
000319.jpg,0,0,0,0,0,1,0,1,1,0
000320.jpg,1,0,0,0,0,1,0,0,1,1
000321.jpg,1,0,0,0,0,0,0,0,0,1
000322.jpg,0,1,0,1,0,1,1,1,0,0
000323.jpg,0,0,0,0,0,1,0,1,0,0
000324.jpg,1,0,0,0,0,0,1,0,0,1
000325.jpg,0,1,0,0,0,1,1,1,0,0
000326.jpg,0,1,0,0,0,1,0,1,0,0
000327.jpg,0,0,0,0,1,1,1,1,0,1
000328.jpg,0,0,0,1,0,1,1,1,0,0
000329.jpg,1,0,0,0,0,0,0,0,0,0
000330.jpg,1,0,1,0,0,0,1,0,0,0
000331.jpg,1,0,0,0,1,1,0,0,0,0
000332.jpg,0,0,0,1,0,1,0,1,0,1
000333.jpg,1,0,0,0,0,1,0,0,0,0
000334.jpg,0,1,0,0,0,1,1,1,0,0
000335.jpg,1,0,1,0,0,1,0,0,0,0
000336.jpg,1,0,0,0,0,1,1,0,0,1
000337.jpg,0,0,0,0,0,1,0,1,1,0
000338.jpg,0,1,0,0,0,0,0,0,0,0
000339.jpg,1,0,0,0,0,1,0,0,0,1
000340.jpg,1,0,0,0,0,0,1,0,0,1
000341.jpg,0,1,0,1,1,1,1,1,0,0
000342.jpg,0,0,0,0,0,1,0,1,1,1
000343.jpg,0,1,0,0,1,1,0,1,1,0
000344.jpg,0,0,0,1,0,0,0,1,0,0
000345.jpg,0,0,0,0,0,1,0,0,0,0
000346.jpg,1,0,0,0,0,1,0,0,1,1
000347.jpg,0,1,0,0,1,1,0,1,1,0
000348.jpg,0,1,0,1,0,1,0,1,0,0
000349.jpg,0,0,0,0,0,1,1,1,0,1
000350.jpg,1,0,1,0,0,1,0,0,0,1
000351.jpg,0,1,0,1,0,1,0,0,0,0
000352.jpg,1,0,0,0,1,1,1,0,0,0
000353.jpg,0,0,0,0,0,1,1,1,0,0
000354.jpg,0,0,0,1,0,1,1,1,0,1
000355.jpg,1,0,0,0,0,1,0,0,0,1
000356.jpg,0,0,0,1,0,1,0,1,0,1
000357.jpg,0,1,0,1,0,0,1,1,0,0
000358.jpg,1,0,0,0,0,0,1,0,0,0
000359.jpg,0,0,0,0,0,0,1,1,1,0
000360.jpg,1,0,0,0,0,0,0,0,0,0
000361.jpg,0,0,0,0,1,1,0,1,0,0
000362.jpg,1,0,0,0,1,1,0,0,0,1
000363.jpg,1,0,0,0,0,1,0,0,0,1
000364.jpg,0,0,0,1,0,1,1,0,0,0
000365.jpg,0,1,0,0,1,1,1,0,1,0
000366.jpg,1,0,0,0,0,0,1,0,0,0
000367.jpg,1,0,0,0,0,1,0,0,0,1
000368.jpg,1,0,0,0,0,1,1,0,0,0
000369.jpg,0,0,0,0,0,1,1,0,0,1
000370.jpg,1,0,0,0,0,1,0,0,1,1
000371.jpg,0,1,0,0,0,1,0,0,0,0
000372.jpg,0,0,0,1,0,1,1,1,0,0
000373.jpg,0,0,1,0,0,1,0,0,1,0
000374.jpg,0,0,0,0,1,1,0,1,0,1
000375.jpg,0,0,1,1,1,0,1,0,0,0
000376.jpg,1,0,0,0,0,0,0,0,0,0
000377.jpg,1,0,0,0,0,1,0,0,0,0
000378.jpg,1,0,0,0,0,1,1,0,1,0
000379.jpg,0,0,0,0,1,1,0,0,1,0
000380.jpg,1,1,0,0,0,1,1,0,1,0
000381.jpg,0,0,0,1,0,0,1,1,0,0
000382.jpg,0,1,0,0,0,1,1,1,0,0
000383.jpg,1,0,1,0,0,0,0,0,1,0
000384.jpg,0,0,0,1,0,1,1,1,0,0
000385.jpg,1,0,0,0,0,1,1,0,0,0
000386.jpg,1,0,0,0,0,0,1,0,0,0
000387.jpg,0,0,0,0,0,1,1,0,1,0
000388.jpg,0,0,0,1,0,1,1,1,0,0
000389.jpg,1,0,0,0,0,0,0,0,1,0
000390.jpg,1,0,0,0,0,1,0,0,0,0
000391.jpg,0,0,0,1,0,1,1,1,0,0
000392.jpg,0,0,1,0,0,1,0,0,0,1
000393.jpg,1,0,0,0,0,0,1,0,0,0
000394.jpg,0,0,0,1,1,1,1,1,0,1
000395.jpg,0,0,0,0,0,1,0,1,0,0
000396.jpg,0,0,0,0,0,0,1,0,0,0
000397.jpg,0,0,0,0,0,1,0,1,0,0
000398.jpg,1,0,0,0,0,1,0,0,0,0
000399.jpg,0,1,0,0,1,1,0,1,0,0
000400.jpg,1,0,0,0,0,1,0,0,0,0
000401.jpg,1,0,0,0,0,1,0,0,0,1
000402.jpg,1,0,0,0,0,0,0,0,0,0
000403.jpg,1,0,0,0,0,1,0,0,0,0
000404.jpg,0,0,0,0,0,1,1,1,0,0
000405.jpg,1,0,0,0,0,1,0,0,0,0
000406.jpg,1,0,0,0,0,1,1,0,0,1
000407.jpg,0,0,0,0,0,1,1,1,0,0
000408.jpg,1,0,0,0,0,0,0,0,0,0
000409.jpg,1,0,0,0,0,1,0,0,0,1
000410.jpg,0,0,0,1,1,0,1,0,0,0
000411.jpg,0,0,0,0,0,1,1,1,0,0
000412.jpg,0,0,0,0,1,1,1,0,1,0
000413.jpg,1,0,0,0,0,1,1,0,1,0
000414.jpg,1,0,0,0,0,1,1,0,0,0
000415.jpg,0,0,0,0,0,1,0,1,1,0
000416.jpg,1,0,0,0,0,1,1,0,0,0
000417.jpg,1,0,0,0,0,0,0,0,0,0
000418.jpg,1,0,0,0,0,0,0,0,0,1
000419.jpg,0,0,0,1,1,0,1,1,0,0
000420.jpg,0,1,0,1,1,0,1,1,0,0
000421.jpg,0,1,0,1,0,1,0,1,0,0
000422.jpg,0,0,0,0,1,1,1,1,0,1
000423.jpg,0,0,0,1,0,1,0,0,0,0
000424.jpg,0,0,0,1,1,0,1,1,0,0
000425.jpg,1,0,0,0,0,1,1,0,0,0
000426.jpg,0,0,0,0,0,1,1,1,0,0
000427.jpg,1,0,0,0,0,1,0,0,0,1
000428.jpg,1,0,0,0,0,1,1,0,0,0
000429.jpg,1,0,0,0,1,1,0,0,0,0
000430.jpg,1,0,0,0,0,1,1,0,0,1
000431.jpg,0,1,0,0,0,0,1,0,0,0
000432.jpg,0,1,0,0,0,1,0,1,0,0
000433.jpg,1,0,0,0,0,0,1,0,1,1
000434.jpg,1,0,0,0,0,1,0,0,0,0
000435.jpg,0,0,0,1,0,1,1,1,0,1
000436.jpg,0,0,0,0,1,0,1,1,0,0
000437.jpg,1,0,0,0,0,0,1,0,0,0
000438.jpg,1,0,0,0,0,1,0,0,0,0
000439.jpg,1,0,0,0,0,1,1,0,0,1
000440.jpg,1,0,0,0,0,0,1,0,0,0
000441.jpg,0,0,0,0,0,0,1,0,0,0
000442.jpg,0,1,0,0,0,1,0,0,0,0
000443.jpg,1,0,0,0,0,1,0,0,1,0
000444.jpg,1,0,1,0,0,0,1,0,0,0
000445.jpg,0,0,0,0,0,1,0,0,0,0
000446.jpg,0,0,0,1,0,1,1,1,1,0
000447.jpg,1,0,1,0,0,0,0,0,0,0
000448.jpg,1,0,0,1,0,1,1,0,0,0
000449.jpg,1,0,0,0,0,0,0,0,0,0
000450.jpg,1,0,0,0,0,0,0,0,0,0
000451.jpg,0,0,1,1,0,1,0,1,0,0
000452.jpg,1,0,0,0,0,0,1,0,1,1
000453.jpg,1,0,0,0,1,1,0,0,0,0
000454.jpg,0,1,0,1,0,1,1,1,0,0
000455.jpg,0,0,0,0,0,1,1,1,0,1
000456.jpg,1,0,0,0,1,1,1,0,0,1
000457.jpg,0,0,0,0,1,1,1,1,0,0
000458.jpg,0,0,0,0,1,0,1,0,0,0
000459.jpg,1,0,0,0,1,1,0,0,0,0
000460.jpg,1,0,0,0,0,0,0,0,0,0
000461.jpg,1,0,0,0,0,1,0,0,0,1
000462.jpg,0,0,0,1,0,0,1,1,0,0
000463.jpg,0,0,0,0,0,1,0,1,0,0
000464.jpg,0,0,0,1,0,1,0,1,0,0
000465.jpg,1,0,0,0,0,0,0,0,0,0
000466.jpg,0,0,0,1,1,1,0,1,1,0
000467.jpg,0,0,0,1,0,1,1,1,0,0
000468.jpg,0,1,0,0,0,1,0,1,0,0
000469.jpg,0,0,0,0,0,1,0,0,0,0
000470.jpg,0,0,0,0,0,0,0,0,0,0
000471.jpg,0,1,0,0,0,1,1,1,1,0
000472.jpg,0,0,0,0,0,1,1,1,0,0
000473.jpg,1,0,0,0,0,1,0,0,0,0
000474.jpg,1,0,0,0,0,1,0,0,0,0
000475.jpg,0,1,0,0,0,1,1,1,0,0
000476.jpg,0,1,0,0,0,1,1,1,0,0
000477.jpg,1,0,0,0,0,0,1,0,0,1
000478.jpg,0,1,0,0,0,1,0,0,0,0
000479.jpg,1,0,0,0,1,0,0,0,0,0
000480.jpg,0,0,0,0,0,1,0,1,1,0
000481.jpg,1,0,0,0,0,1,0,0,0,0
000482.jpg,1,0,1,0,0,1,0,0,0,0
000483.jpg,0,1,0,0,0,1,1,1,1,0
000484.jpg,0,0,1,0,1,1,1,0,0,1
000485.jpg,0,1,0,0,0,1,1,1,0,0
000486.jpg,1,0,0,0,0,1,1,0,1,1
000487.jpg,0,0,0,1,1,1,1,1,0,0
000488.jpg,0,0,0,0,0,1,0,1,0,0
000489.jpg,0,0,0,0,0,0,1,1,0,1
000490.jpg,1,0,0,0,0,1,0,0,0,1
000491.jpg,0,0,0,0,1,1,0,1,0,0
000492.jpg,0,1,0,1,0,1,1,1,0,0
000493.jpg,0,0,0,0,0,1,1,0,1,0
000494.jpg,0,0,0,1,0,1,0,1,1,0
000495.jpg,0,0,0,0,0,1,1,1,0,0
000496.jpg,0,0,0,0,0,1,1,1,0,0
000497.jpg,0,1,0,0,0,1,1,1,0,0
000498.jpg,1,0,0,0,0,0,1,0,0,0
000499.jpg,0,1,0,0,0,1,0,1,1,0
000500.jpg,1,0,1,0,0,1,0,0,0,0
000501.jpg,1,0,0,0,0,1,1,0,0,0
000502.jpg,0,0,0,0,0,1,0,1,0,1
000503.jpg,0,1,0,0,0,1,0,1,1,0
000504.jpg,0,0,0,0,0,1,1,1,1,0
000505.jpg,0,0,0,1,0,1,1,0,0,1
000506.jpg,0,0,0,0,0,1,1,1,1,0
000507.jpg,0,0,0,0,0,1,0,0,0,1
000508.jpg,0,0,0,1,0,0,1,1,0,1
000509.jpg,0,0,0,0,0,1,1,0,0,0
000510.jpg,0,1,0,1,0,1,1,1,0,0
000511.jpg,1,0,1,0,0,0,0,0,0,0
000512.jpg,1,0,0,0,0,1,0,0,0,1
000513.jpg,0,1,0,1,1,0,1,1,1,0
